id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,name,neighbourhood,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
11712306,300,Condominium,Entire home/apt,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access""}",2,1,Real Bed,strict,TRUE,Pacific Grove,"This is a lower level home located in the heart of Hayes Valley, Complete with a brand new Japanese inspired tea garden and heated bathroom floors. The home has been completely renovated with high end appliances and furniture. This is a one bedroom, one bath home with hardwood floors. You will have the entire place to yourself. Large living room with lots of comfy pillows and seating area. Windows have been designed by stained glass artists as well as many other customized pieces in the home. The house has two  outdoor seating areas, surrounded by beautiful flowering vines. There will be plenty to enjoy when you're back from a long day of exploring San Francisco. This listing is for access to the master bedroom and the rest of the house minus the office. The office will be locked for safety concerns. My friendly assistant will be available to answer all questions if needed. She is quite knowledgeable and also happens to be a Yelp Elite. She will be available for advice,  restaurant and",t,100%,f,36.61592,-121.91463,Otters Cove/Ocean Views-Walk to Beach/Aquarium,Pacific Grove,98,https://a0.muscache.com/im/pictures/8e64d737-8695-4133-971b-3f1c02c99fea.jpg?aki_policy=small,94102,1,1
20875310,299,Apartment,Hotel room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,2,Real Bed,moderate,TRUE,Pacific Grove,"2 Bedroom, 2 Full Bath....Our beautiful, historic, Boston escape is available for rent May-August, One month minimum.  Located in Boston's most beautiful neighborhood of Beacon Hill,  this apartment, or should we say, this slice of heaven, is two floors with a roof-top deck overlooking all of Boston including the Charles River. 5 minute walk to Mass General Hospital. Owned by Kane Realty Capital LLC.",f,,f,36.62680817,-121.9191666,Ocean Front Pacific Grove Cottage,Pacific Grove,,https://a0.muscache.com/im/pictures/16fc2837-9ce9-4ebf-af06-6e1eeba1eb80.jpg?aki_policy=small,2114,2,2
17763769,295,Loft,Hotel room,"{TV,Internet,""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Keypad,""Private entrance""}",3,1,Real Bed,strict,TRUE,Pacific Grove,"Large, bright artistic loft with a private bath & entrance (private), attached to a classic Spanish-style home.  Approx. 850 square feet, with 2 nooks & 13 feet ceilings - comparable to an average one bedroom apt. in SF. Tastefully decorated with Persian carpets, artwork & library. PRIME LOCATION. UNIQUE FEATURES. GREAT VALUE.  Located in Noe Valley, a popular neighborhood in the heart of the city. Close to 24th Street (Noe Valley) and Castro Street (Castro).  Ideal for 2 guests. Bright, spacious, beautiful loft (separate) with a private bath and entrance in Upper Noe Valley, one of San Francisco's nicest residential neighborhoods. Open floor plan. Unique features. High ceilings. Warm colors. Tastefully decorated with Persian carpets, art-work and a private library. Ideal for 2 people, but easily accommodates an additional person if needed. We welcome ALL visitors, including business travelers. - Large modern loft situated at street level (separate) attached to older house. - Private e",t,100%,f,36.625571,-121.926653,3112 Lighthouse Sanctuary ~ Beautiful Spacious Hom,Pacific Grove,99,https://a0.muscache.com/im/pictures/ebd8caab-0284-4957-a6ba-92b670eaa7b3.jpg?aki_policy=small,94114,1,2
17346704,286,Apartment,Shared room,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",2,1,Real Bed,moderate,FALSE,Pacific Grove,"My place is close to Apollo Theater, Columbia University, and Red Rooster. You’ll love my place because of the neighborhood and the comfy bed. My place is good for solo adventurers and business travelers. It is an older pre-war Harem apt however spacious and easily accessible to taxis, subway lines A, B, C and D, restaurants, Central and Morningside Parks. The apt has two bedrooms, one of which is occupied by owner. Please note there is one set of keys for guest. If these keys are lost it is not only a tremendous inconvenience for me and future guest but also presents a safety concern for the entire building. Therefore there is a $150 cash fee charged to replace the keys.",f,100%,f,36.623,-121.92042,Outback Bungalow,Pacific Grove,99,https://a0.muscache.com/im/pictures/9f39b8b1-e536-4119-b59c-8a829705adf9.jpg?aki_policy=small,10027,1,1
21024792,277,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room""}",2,1,Real Bed,strict,TRUE,Pacific Grove,"Huge room in a 2floor apartment in East williamsburg & Bushwick.  Real comfy queen size bed, working table , Sofa and a private leaving room with Apple TV with netflix & Hulu for free + PS3. Bike rental on the block, lots of bars and restaurants. 2 min walk to the L train, 6 short subway stops from union square. Big apartment , warm and fun host. The apt is located right out of the L train ""Montrose"" stop that will get you to Manhattan in just 10 min. * Huge room big enough for two, private, on the ground floor of the building. fully furnished: Queen size bed , closet, a table, a chair, a mirror , a sofa , a TV with apple tv and netflix for free!  * Facilitated Kitchen: a Dish-washer,  stove and Microwave included in a very good shape.  * High Speed Wifi, and A/C -in house. * A backyard , and a huge rooftop- amazing on sunny days! Prime East Williamsburg & Bushwick location- half a block from L train (Montross / Bushwick ave ). 15 min ride to union square . 35 min ride to Time Square. ",t,100%,f,36.626922,-121.919514,"3705 Oceanview Serenity ~ Oceanfront, Watch Whales",Pacific Grove,97,https://a0.muscache.com/im/pictures/c82103d9-0e34-4b74-bdfb-29e7abb7175d.jpg?aki_policy=small,11206,1,1
3303849,263,Apartment,Hotel room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}",3,1,Real Bed,strict,TRUE,Pacific Grove,"Welcome to one of the best spots in West Hollywood! This is an awesome fully equipped 750sq studio of Nine-foot ceilings which gives rooms an open, airy feel. Enjoy days at the onsite spa or in the Jacuzzi. Prime location for a night out and the perfect cozy interior for a night in! A few blocks away from the Hollywood Star Walk and a short drive from Pan Pacific Park, La Brea Avenue, The Grove, Lacma, Melrose District. This apartment in West Hollywood, CA, offer guests desirable features within a community boasting abundant amenities. Our spacious apartment home includesa kin-sized bed, gas fireplaces and private outdoor balcony. Modern, full-sized kitchens come equipped with all-black appliances, black cabinetry and hardwood floors. Also, we offer gated parking. Our guests are provided with amenities that add value to their experience. Among them are: - Fitness center and spa - Rooftop deck with resident lounge and BBQ - Gated parking - Onsite laundry - Easy access to Freeway 101 - C",t,100%,t,36.61859,-121.91086,Little Lighthouse — Ocean views & close to town!,Pacific Grove,80,https://a0.muscache.com/im/pictures/ca0ed0bc-c8fe-46ad-991b-8487db17c4f8.jpg?aki_policy=small,90046,1,1
19928741,251,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,moderate,TRUE,Pacific Grove,Spacious room with queen size bed in a beautiful duplex apartment in the heart of Bushwick. Just one minute away from the subway and walking distance to the best nightlife in Brooklyn. To share with an Italian and a Spanish girl.,t,90%,f,36.62154,-121.915,Historic Stylish Beach House,Pacific Grove,95,https://a0.muscache.com/im/pictures/c63f92f9-3bb9-4dc6-ab97-f5176e650521.jpg?aki_policy=small,11237,1,1
9627500,247,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Self Check-In"",Lockbox}",10,2,Real Bed,strict,TRUE,Pacific Grove,"Big beautiful 3 story house located in Ozone Park, Queens. 5 separate bedrooms. 2 bedrooms with single beds. 2 bedrooms with queen size beds and attic with 4 single beds.  One full bathroom on each floor. Fully furnished with air condition in each room. Full kitchen.  Very good connection to Manhattan (one block away from subway A express). 15 minutes to JFK airport. 5 minutes away from shopping center, stores and restaurants.  20 minutes to Atlantic Beach. 10 minutes to Worlds Resort Casino. Good location, friendly street, very safe area, all rooms have windows and are full furnished, wood floor, every room has closet. Perfect house or large family. With good access to all major highways and public transportation. Guests have full access to all three floors. Owner lives close by and is available for any requests. Just ask :) Nice and friendly neighborhood. Mostly one or two family houses. Very safe with access to many stores and restaurants. Close to the beach. 30 minutes to Manhattan",f,100%,t,36.62171,-121.91346,3869 Crane House - Quaint Home with Character in t,Pacific Grove,98,https://a0.muscache.com/im/pictures/99355963/1120001f_original.jpg?aki_policy=small,11417,5,8
5773106,247,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,""Elevator in building"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",16,1.5,Real Bed,strict,TRUE,Pacific Grove,WeHo,t,50%,f,36.620024,-121.926473,3858 Oasis by the Sea - Spacious Perfection in Pac,Pacific Grove,,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90069,1,2
4257685,243,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,""Private entrance"",Bathtub,""Game console""}",4,1,Real Bed,moderate,TRUE,Pacific Grove,"This new, spacious, light-filled apartment is set up for the perfect Washington D.C. stay.  Have a blast with the ping-pong table, get a good night's sleep on a deluxe mattress, Park you car for free, and go enjoy the city we love so much! Not available for the dates you need? Try our other listing! https://www.airbnb.com/rooms/10803002 If you’re in a hurry here’s the deal: Spacious Setting - The English basement apartment is spacious, private, and filled with natural light from 7 windows and separate back and front entrances. Extra sofa bed - There is one queen sized bed in a bedroom and one of the living room sofas can be pulled out into a full sized bed. Convenience - We stock the kitchenette with all the kitchen ware you'll need if you decide to do some light cooking and have a great coffee maker with coffee provided.  Great location - The neighborhood is quiet and great public transit makes accessing the many nearby attractions easy! The U.S. Capitol is only 2.5 miles away and the",t,100%,f,36.61999783,-121.9210831,3729 Ocean Park Sanctuary ~ Walk to Beach & Downto,Pacific Grove,96,https://a0.muscache.com/im/pictures/72148817/fe41e5a5_original.jpg?aki_policy=small,20002,1,2
2180648,224,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Smart lock"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallway clearance"",""Wide clearance to bed"",""Accessible-height bed""}",2,1,Real Bed,moderate,TRUE,Pacific Grove,"Beautiful, 1000 sq ft, full floor loft next door to the Bowery Hotel. This is an artsy loft full of books and charm. Sunny and well located, you will be a few steps from delicious restaurants and all major trains. [6,D,B,F,N,R] 60"" TV and Wifi Entire 3rd floor Loft full of books and art. Wonderful neighborhood- next door to Bowery Hotel. No shoes policy",t,100%,t,36.621775,-121.920627,3703 La Gloria Cottage-by-the-Sea ~ Walk to the Be,Pacific Grove,98,https://a0.muscache.com/im/pictures/5c636d0c-e773-4593-8605-a0be05e40d96.jpg?aki_policy=small,10003,1,1
20852769,218,Condominium,Hotel room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Elevator in building"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,flexible,FALSE,Pacific Grove,"Enjoy your time in a beautiful one bedroom in the heart of Old Town. Half mile from Lake Michigan and  Oak Street beach, walking distance to all major neighborhoods (downtown, River North, Lincoln Park, Bucktown, Wicker Park, etc.) 10 minutes from Second City, and close to both the Red and Brown line el stations. Enjoy beautiful views of Chicago and a cozy home while enjoying the beauty of downtown. I usually list my place when I'm out of town, but I will either give you the key upon arrival or leave it in the lock box. Old Town is one of the best neighborhoods in Chicago. You will be a 5 minute walk from great bars, restaurants, grocery stores, and shopping. The neighborhood is centrally located in the north side, so access to popular areas like Lakeview, Wicker Park, Lincoln Park, Gold Coast, and The Loop is a breeze. Brown line: Sedgwick stop Red line: Clark/Division Buses: 22. 36, 70",f,100%,f,36.620827,-121.915161,3646 Seashore Retreat ~ Walk to the Beach! Perfect,Pacific Grove,100,https://a0.muscache.com/im/pictures/bccbe622-5dac-4b32-ad2a-3082ab4eb88c.jpg?aki_policy=small,60610,1,2
16299489,209,House,Hotel room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",6,2,Real Bed,flexible,TRUE,Pacific Grove,"Modern, bright, airy Potrero Hill home in quiet cul de sac. All beautifully remodeled last year. 15mins from SFO. 10mins from downtown SF. Parking available in driveway. Private 3 level garden.",t,100%,t,36.618088,-121.910511,"3715 - Bliss by the Sea ~  Close to the Beach, Tra",Pacific Grove,,https://a0.muscache.com/im/pictures/7ab0df6a-4d28-4391-8185-c4564bb2a749.jpg?aki_policy=small,94107,3,4
14491416,207,Apartment,Hotel room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,TRUE,Pacific Grove,"Studio apartment with kitchen, bathroom, double bed, medium couch.  Located in arguably the best and happening street in North Beach.  Walking distance to Coit Tower, Fisherman's Wharf, Chinatown, and great food/bars.  Easy access to public transportation. Note: Please have 1+ reviews from other hosts. Perfect for solo adventurers. - Entire small studio apartment - Check in any time of the day/night - Bars, restaurants, convenience store, etc. on the same street. Walk score of 100 - Blazing fast wifi available - 230Mbps. Boom. - Big screen TV, Netflix, Hulu, Apple TV, Comcast Cable TV - Exercise bike in the room - Free Nespresso coffee. Lots of Italian coffee in the neighborhood - A stone's throw away from the iconic Washington Square Park (yep, the park that appeared on the movie Big Eyes. The apartment building itself appeared on the movie too!), and the famous Tony's Pizza - Glass windows to get a lot of sun, drapes if you're a vampire - It's a small studio so while it fits two peop",t,,f,36.63259,-121.92349,Welcome to Sea-Glass House! 1BR (PG License #0478),Pacific Grove,,https://a0.muscache.com/im/pictures/ea10ee4e-eb96-493c-a4af-2cd6d1a7e92a.jpg?aki_policy=small,94133,0,1
17299278,206,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,flexible,TRUE,Pacific Grove,"Room with shared bathroom in a 5 bedroom home. The house is located walking distance to many great restaurants, 1 mile walk to downtown Monrovia, minutes drive to the Santa Anita Race track & arboretum and 1 mile away from the base of the mountain where you can enjoy a nice hike.",t,100%,f,36.62256,-121.91821,Victorian Premier Queen Room near Ocean & Beach,Pacific Grove,80,https://a0.muscache.com/im/pictures/107145304/1448b9d2_original.jpg?aki_policy=small,91016,1,1
16346909,200,Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room""}",4,1,Couch,strict,TRUE,Pacific Grove,"Williamsburg, Brooklyn: Eclectic, bohemian, French, Southwestern would best describe our place. I like walking through the apt and each room has it's own style. We are  2 blocks to the L train Bedford stop. Step outside and you are surrounded with the most adorable, delicious, artistic and one of a kind restaurants, coffee shops, boutiques and of course the fun and interesting people watching. 10min subway to Manhattan or cab. Neighborhood is covered in art murals so have your cameras ready :) Each room has its own uniqueness and theme :) Railroad Apt. Access to everything. Except the one closet which will be locked and the vintage Danish Modern dresser (family heirloom). I will definitely be reachable at all times. :) Our street and neighborhood is stunning. Very iconic Brooklyn with brownstone buildings lining the street. Looks like a film set. Tons of cafes, restaurants and shopping. L train Bedford stop is 2 blocks away (3min walk), 10 mins to Manhattan or cab about the same time.",f,,f,36.62158,-121.91821,Pacific Grove plaza - C 7,Pacific Grove,,https://a0.muscache.com/im/pictures/2156dbea-688b-4ab8-81a7-e00235b21183.jpg?aki_policy=small,11249,1,2
15479598,200,Apartment,Shared room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,Pacific Grove,"Clean and spacious second floor, one bedroom apartment with wood floors, a balcony, fast wifi and laundry on site. Central location best suited for someone who doesn't have a car. Nice quite bungalow a stones throw away from all the madness Streaming tv and fast wifi. Im around the corner whenever you need me. We have great restaurants and getting anywhere is cheap and quick. There are bus stops all along santa monica blvd",t,70%,f,36.61531,-121.91116,#JewelboxCottages👑MAIN🔱4-Poster King🏖Walk to Beach,Pacific Grove,95,https://a0.muscache.com/im/pictures/b4910a4a-62fa-465f-a501-34ff89aabd18.jpg?aki_policy=small,90046,1,1
21127261,196,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Elevator in building"",""Hot tub"",""Family/kid friendly""}",4,1,Real Bed,flexible,FALSE,Pacific Grove,"1920`s old Hollywood building. Spacious one bedroom in the heart of Hollywood. Walking distance to restaurants, clubs, bars, movie theaters. 5 min drive to Hollywood lake, Runyon Canyon, Beachwood Canyon, Observatory. wifi queen size bed  convertible couch shower and a bathtub I will leave a walk-in closet for you. Please feel free to use anything in the kitchen. Hollywood. Amazing restaurants and bars in walking distance. Very close to parks, lakes and canyons for you to hike, run etc 15 min to Downtown, 30 min to the ocean.",t,,f,36.62256,-121.91821,Two Twin beds in a Historic Victorian Hotel,Pacific Grove,,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,90028,1,1
16164613,196,House,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,Pacific Grove,"This two bedroom freestanding cottage is close to Downtown LA, Los Feliz and the amazing Expo line which takes you directly to the beach in just 20 minutes. Extremely spacious and private despite being right in the middle of the city, my place is surrounded by bougainvillea, trees and flowers with gorgeous shaded outdoor space for you to sit, relax, work or eat. This rental is good for couples, solo adventurers, business travelers, families (with kids), big groups, and furry friends (pets). This spacious two bedroom cottage is an oasis in the middle of a busy urban city. I'm a writer and photographer so I've worked hard to make the space warm, friendly and amenable to creative types and families alike. You will have access to two bedrooms, an open plan living room and kitchen, and an outside dining area. The bathroom is small but sufficient, with a bath as well as a shower. I will not be around when you stay, but I will leave you the number of a close friend who can assist if there are",t,100%,f,36.617153,-121.911453,3612 Storybook Cottage ~ Updated Vintage Cottage!,Pacific Grove,,https://a0.muscache.com/im/pictures/a6cc4f3c-1349-46cc-897e-819408c9fa45.jpg?aki_policy=small,90006,2,2
17545953,195,Apartment,Shared room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens""}",4,1,Real Bed,strict,TRUE,Pacific Grove,"The Gatling is a newly renovated 3 family townhouse located in Clinton Hill. The Emerald Flat is a one bedroom apartment within the home.  The flats sleep up to 4 people. The Gatling is a newly renovated 3 family townhouse located in Clinton Hill. The Emerald Flat is a one bedroom apartment within the home.  The flats sleep up to 4 people.  The property has a  king size bed in the bedroom and a queen size sleeper sofa in the living room.  The Emerald Flat is a walk up located on the 2nd floor, it boasts 10’ ceilings and sophisticated décor.  Kitchen is fully equipped and elegantly appointed with granite counter tops, microwave and dishwasher. The unit has individually controlled heating/air conditioning.  Hardwood floors are throughout, except the bathroom, it is tiled.  Cable TV and  Internet/WiFi.   Additional units within the home are available. Check in and check out times is flexible if there are NO back to back bookings.  Apartment is not childproof, however is suitable for kids ",t,100%,f,36.6354,-121.9298,Ocean Front-Ideal long stay for both work or play,Pacific Grove,100,https://a0.muscache.com/im/pictures/58863be6-8785-46a6-8331-39476f30eedb.jpg?aki_policy=small,11238,1,2
16172498,195,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",6,1,Real Bed,flexible,TRUE,Pacific Grove,"Located just 3 blocks from Wrigley Field, our elegant 3 bedroom/1 bathroom flats offer fully furnished comfort in the heart of one of Chicago's most vibrant neighborhoods. Short walk to public transit, bars, restaurants, theaters. We offer comfortable lodging that is family friendly and also perfect for the sports enthusiast looking to enjoy the nightlife of Wrigleyville. Enjoy a comfortable neighborhood environment that is just miles from all the major downtown Chicago attractions.",t,100%,f,36.61899,-121.90763,Beautiful Home in Pacific Grove,Pacific Grove,98,https://a0.muscache.com/im/pictures/96983006/5c25be7f_original.jpg?aki_policy=small,60657,3,3
9382195,192,Apartment,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",8,1,Real Bed,strict,TRUE,Pacific Grove,"Large 4 Bedrooms Loft in the Best area in Nyc Come stay in this beautiful full floor designer apartment in bustling South Street Seaport. Shopping, dining and nightlife abounds. This space truly feels like home. Great light, large kitchen and dining room, and design details make this apartment one of a kind. There are 4 beds plus a queen Sofa Bed. One block away from south street sea port, where pop-up shops and awesome food vendors have brought renewed life and energy into the neighborhood since hurricane Sandy. There is a TKTS booth one block away where you can get up to 50% off Broadway tickets. (This booth opens an hour earlier than the one in Times Square, and you can actually buy matinee tickets the day before! There is also a MUCH shorter line.) There are free movies outside on the pier every Wednesday and Saturday nights (seasonal) and great shopping. 8 min walk to the new freedom tower and the 9/11 memorial. 6 min to Wall Street and the stock exchange. 15 min walk to Ellis isl",t,100%,f,36.61565,-121.90903,"Casa Rustica,Walk to Aquarium,30 Days Min. Stay",Pacific Grove,94,https://a0.muscache.com/im/pictures/54150331/d925a885_original.jpg?aki_policy=small,10004,4,5
17930505,190,Apartment,Hotel room,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",TV}",4,1,Real Bed,flexible,TRUE,Pacific Grove,"My amazing place right above the Hollywood Stars. My place is brand new and fully furnished and includes an  HDTV, high-speed internet,  and access to all the TV stations including Netflix and HBO. The location is perfect to get around all the famous LA attractions. The building is minutes away from legendary sights and yet completely private, safe, and secure. The Building includes an amazing pool, gym, and BBQ area. Amazing location in the classic Hollywood building right off the strip. The building is walking distance from countless Hollywood attractions, bars, clubs, shops, and celebrity hang-outs. It is a very spacious apartment filled with tons to do; with HD TV, 100mb/s wifi, zero-edge pool, billiard pool table, outdoor BBQ, and more! Enjoy the newly furnished apartment all to yourself or with friends and family. Take a dip in the heated zero-edge pool or work-out in the gym.   The Unit includes 2-beds and 1-futon ( 1 Queen Bed, 1 single size roll away bed, 1 futon), 1-bath/rest",t,100%,t,36.62056,-121.91132,PG Retreat - a 2 BR Cottage Near Beach & Town,Pacific Grove,,https://a0.muscache.com/im/pictures/eb95bfba-8c9a-41d1-8534-70ddba578d44.jpg?aki_policy=small,90028,0,3
14984264,171,Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",4,1,Real Bed,flexible,TRUE,Pacific Grove,"Our apartment is within walking distance to Columbia University, Central Park, A,B,C,D, 2 & 3 Subway stations, Red Rooster Harlem .  This apartment is well suited for couples, solo adventurers, business travelers, and families (with kids). You can contact us throughout your stay and we will be able to help you quickly with your needs in the apartment, how to get around the city and restaurant recommendations. The A,B,C, D, 2 & 3  125th Street Subway stops are very nearby.  The M10, M2, and M3 buses also stop nearby.",t,100%,f,36.62592,-121.91911,Mv6: 30 night minimum lover's point mermaid cottage,Pacific Grove,97,https://a0.muscache.com/im/pictures/cc358265-2cee-4373-8158-6cca7c8ed198.jpg?aki_policy=small,10027,1,2
